HCPCSCode_Evaluation_and_Management_Services,ccsr_category_1_code_HealthCareDiagnosisCode_1,ccsr_category_1_code_HealthCareDiagnosisCode_2,ccsr_category_1_code_HealthCareDiagnosisCode_3,ccsr_category_1_code_HealthCareDiagnosisCode_4,ccsr_category_1_code_HealthCareDiagnosisCode_5,ccsr_category_1_code_HealthCareDiagnosisCode_6,claim_creation_dayofmonth,claim_creation_hour,claim_creation_month,claim_creation_quarter,claim_creation_weekday,facility_code_value,facility_name,other_hcpcscodes,payer_name,subscriber_city,subscriber_gender,subscriber_pat_city,subscriber_pat_gender,subscriber_pat_state,subscriber_state,noise
0.0029628311325536672,0.00017139386154632063,-0.003748225125643634,0.0010105660640154501,-0.002857982968943995,-0.003132677419729202,-0.0011792516704130396,0.021286885467889805,-0.009798273680789527,0.006193779524817334,0.019692496972557684,0.045107537074078566,0.0012802308980961574,-0.0006948608924087218,0.0005493889015704467,0.001434214547972934,-0.0009711029175645258,-0.0013080872367672192,-0.004770784891031365,-0.0055673987983084535,0.00012496663042768085,8.202144164296544e-05,-0.004694373406481977
-0.0010984051113388405,0.005990728854129291,0.0009807584877599474,-0.0023477530604770315,-0.0012597067713400966,-0.0003758772627552309,0.0022752413050636023,0.01998272296439897,0.00710282240909208,-0.0023029881502473204,0.020365444448966152,0.05729168593530916,0.0035649146692021015,0.00027894828358016044,-0.007034380190972278,-0.0019322902985930645,-0.0008490534626212964,-0.00300553827029868,-0.004336646923244825,-0.0030092378496564876,-0.0004439495229392576,-0.0007214179747762727,-0.0027783840977280818
0.001922984669576988,0.00872504608721283,0.003033532302167685,0.0003238097848806909,-0.0004762916412529905,-0.0026082963836100426,-0.0021045922737956803,0.016815836183087917,0.001531843008792577,0.011391251310658702,0.03069237042468771,0.031105956044106698,0.001866446453169246,0.001894886889301639,-0.00023985909991153243,0.009179065097759764,-0.0015316716808639885,-0.0010694289297486614,-0.0015542869674270877,-0.0016670207443855388,0.00032106853802454927,0.0013363578423646327,0.003633865363660693
0.0006159982629813432,0.006114948814243504,-0.0031674453763942956,-0.008428561089175047,-0.002630055246841667,0.00015520582866237475,-0.0029999758747417116,0.035692917628326215,0.007788437567852235,0.017873599729797053,0.03205824641538864,0.023897676737621675,0.0005400036992062485,0.0015174787496682108,-0.0018857910270123068,0.00034941415830990196,-0.0037402192181808513,-0.0002822655225933501,-0.00469477527321861,0.0008673030373699709,0.002636890736704922,0.002327685342297159,-0.0016099589066433384
0.00043837746713004666,0.002891012256470904,0.0028531401970017024,-0.0028129220807513013,3.519085171914682e-05,-0.0012750818606241498,0.00022924326262762084,0.0203029429606566,0.0008432398373847128,0.007319362006615848,0.020919453167679347,0.038816850050105045,-0.002198925505994198,0.0028196251001263327,0.001818529156458515,-0.001028913474074422,-0.00182422672292738,0.0005144567370371722,-0.0013030669665150874,-0.0012561458308895435,-0.00011830829197013726,-0.0005275276248186578,-0.0064610403756372396
0.0005250698069685144,0.006034255999352489,-0.006187190589885772,-0.000891640699823315,0.002030809491049823,-0.0008621329232595843,0.0016780650992135437,0.014199816545937683,0.0009604359731833157,0.003927063520969054,0.02426685821429052,0.02964671603739224,0.005553869396894728,0.0009007459565914866,0.002113094033696161,-0.001166821793263484,-0.004197523370159062,0.00357398189740058,0.0007985647417479092,0.000491683865484982,0.0010066367204888183,0.0014645974127581174,3.3891789081774705e-05
0.0034215165188770545,0.0058812018958994796,-0.0063590234177701935,-0.004193690815858908,-0.0024595181311274582,-0.004269453206271023,-0.0003495439204444728,0.019414237977528847,0.00701429283418239,0.015803399105568973,0.030748157786467133,0.04139737290148217,0.003006746699402285,-0.0030983974498345777,0.0033074548185214937,0.003918236826877109,-0.0008509471135030866,0.0023511427912002005,-0.004799120955576141,-0.00040038667250911206,0.0017724719946749067,0.001363388535628418,-0.004232659109382142
0.0022061794997547566,0.00532260912211866,-0.007853261402648392,-0.010049239823442902,-0.003797155468366886,-0.0017137812653261642,-0.003480137322216803,0.019976066699362405,-0.008056105934281521,0.003628445316331519,0.020186365865620393,0.03057577243746933,0.0030611083864639397,-0.0020037273173124427,-4.355076017658055e-05,0.00213869543894063,-0.00809965669445808,-0.003578224619911763,-0.0043382050024522,-0.0017526238352133627,0.00010632663070129223,0.001503089749877362,-0.0011025012260912459
0.002893493023519267,-0.004379417336413028,-0.0019985398795400733,-0.000986368013292116,-0.0005610764612218432,-0.00048807043822496343,1.447533214593566e-05,0.020404554065365586,0.005067939656745834,0.0022279424259397883,0.03534435556450647,0.05038768715660422,0.002302836535738306,-0.0007001655222763081,-0.0003599952168467757,0.002205285384320055,-0.004659798226457146,0.00020013720097422638,-0.001721935163099253,1.0699158542626375e-05,-0.0033063546708120726,-0.003038561026112241,-0.0047878734478352895
0.0034375943020647282,0.005335633546266638,-0.006873552520114757,0.0029731282289935713,-0.0010127360051191414,0.0007838660301693889,-0.0019294884147073143,0.013075583445738347,0.00036266528993224024,0.0029707649965278527,0.028488040225852294,0.03944853061476764,0.001010918133991634,0.0063316451370129204,-0.0019996582402280307,0.0010676357131690017,-0.004213461699273236,0.0006931542609081243,-0.0007122419077466802,-0.0016011808890844304,-0.001205612131744771,-0.0012317894759804715,-0.00040156773206035946
