HCPCSCode_Evaluation_and_Management_Services,HCPCSCode_Medicine_Services_and_Procedures,HCPCSCode_Pathology_and_Laboratory_Procedures,NDCCode_Vaccine_Viral_-Influenza_A_and_B,ccsr_category_1_code_HealthCareDiagnosisCode_1,ccsr_category_1_code_HealthCareDiagnosisCode_2,ccsr_category_1_code_HealthCareDiagnosisCode_3,ccsr_category_1_code_HealthCareDiagnosisCode_4,claim_creation_dayofmonth,claim_creation_hour,claim_creation_month,claim_creation_quarter,claim_creation_weekday,claim_filing_ind_code,claim_has_subscriber_group_or_policy_number,facility_code_value,facility_name,ind_reltn_code,ind_reltn_code2,other_hcpcscodes,patient_gender,payer_city,payer_name,payer_state,subscriber_city,subscriber_gender,subscriber_pat_city,subscriber_pat_gender,subscriber_pat_reltn,subscriber_pat_state,subscriber_state,noise
-0.0012151782643586516,-0.00041270205204636535,0.002246933394474315,-4.585578356074427e-05,0.00040123810615608766,0.00047002178149714303,-0.003232832741029512,-0.010065344491574058,0.002052046314341327,-0.0009515075088846082,0.00033245443081504346,-0.005984179754671614,0.006511521265619569,0.006981543047116745,0.004505330734838875,0.014272612633268322,0.00027513470136416587,0.0005731972945087094,-0.0005617333486186537,-0.0017883755588674276,0.0015476326951736508,0.03489625128969385,0.026080476900148995,0.044881348160036624,0.0012724979938094072,0.005021208299896751,-0.0015132408575031953,-0.00032099048492496564,0.0003209904849248435,0.001238106156138874,-0.0025220680958386366,-0.006179066834804592
0.0013821230316075628,0.0017446471054718415,-0.0005211283561799118,0.00023790642347343294,0.0005777727427211498,0.0007816925342698511,-0.0017219893508553796,0.0007137192704202988,0.002265775461651731,0.004520222045995226,0.014908802537668464,0.003761187266341892,0.007726294324232441,0.02234054605188619,0.00019259091424038698,0.007125863826894729,0.0020052112835617806,-0.0009063101846607302,-0.0005777727427211943,-0.00033986631924778357,-0.0038971337940410964,0.05203353347683241,0.014206412144556424,0.04559873116574144,-0.001155545485442433,0.002696272799365562,0.0008723235527359097,-0.00020391979154866792,-0.0018126203693214383,0.0020618556701030855,0.00045315509233034845,0.004089724708281395
-0.0036174294327212865,0.0016031789531378404,-0.00015072622636339573,0.0007536311318169231,-0.001383940805700179,-0.004275143875034271,-0.004562893943546187,0.002397917237599323,0.011523705124691674,-0.0016579884899972752,0.0020553576322279834,0.0036174294327213086,0.0027267744587558206,0.015620718004932843,-0.002822691148259815,0.006700465881063289,-0.0007673335160317985,-0.0007947382844614937,-0.0034941079747876193,-0.0011510002740476976,0.0006577144423129622,0.019334064127158136,0.022074540970128797,0.033981912852836395,0.0042066319539599715,0.00527541792271854,0.005124691696355155,-6.851192107427684e-05,-0.00452178679090165,0.0033159769799945282,0.003946286653877773,-0.004206631953959994
0.002657898342238696,0.002904507466776296,0.001164543088094294,-0.00016440608302504823,0.015262364707494213,0.00426085765173313,0.0068091519386217604,-0.0005069187559939459,0.013823811481024828,0.0029319084806138096,0.018920400054802066,0.023879983559391728,0.027209206740649427,0.017221537196876312,0.0007809288943691151,0.010974106041923582,0.012618166872174286,-0.004438964241676913,0.001945471982463387,0.0036443348403891406,-0.0008357309220440867,0.03585422660638447,0.02557884641731748,0.03370324702013976,0.0006165228113440557,0.012097547609261572,0.004945882997670936,0.0018358679271133326,-0.0012467461296067571,0.004877380463077174,-0.0029867105082887813,0.004247157144814373
3.900916715429137e-05,0.0010532475131656116,0.00017554125219428895,-0.0001170275014628408,-0.0033547883752681807,-0.006046420908913575,-0.004349522137702344,-0.002438072947142578,-0.019329042324946356,-0.0024380729471425665,0.017846693973083683,0.008816071776867574,-0.0032767700409596203,0.013692217671152718,-0.006143943826799281,0.00647552174761068,0.0038228983811195772,-0.0029842012873025014,-0.010961575970353021,-0.0038033937975424092,-0.0029451921201482435,0.021006436512580474,0.003939925882582429,0.031070801638385027,-0.010708016383850194,-0.00647552174761068,0.006007411741759339,-0.00930368636629606,-0.006982640920616345,-0.0017359079383655108,-0.003062219621611062,-0.0072947142578505654
0.0004996530187370118,0.0010131852879944891,0.0019014573213046893,0.0011936155447606067,0.0004163775156141858,8.327550312287046e-05,-0.0018459403192227163,0.0005968077723803366,0.0044413601665510335,0.004941013185288024,0.012213740458015298,0.008022206800832798,0.004149895905621137,0.03017349063150594,0.0037751561415684033,0.0038861901457321823,0.003941707147814055,-0.0018181818181817854,0.00019430950728663854,-0.0019986120749479032,-0.0021790423317140538,0.02649548924358088,0.0191811242192922,0.03157529493407359,0.0031089521165857505,0.0029007633587786684,0.004774462179042371,0.0012074947952811054,-0.0008605135322692026,0.0012630117973629785,0.0020957668285912943,0.0036780013879250894
-0.0011340815121086867,0.0016302421736562266,0.003236857649143543,0.0006024808033077367,-0.002835203780271711,-0.0022799763733018174,0.005965741287655068,-0.00035440047253396665,0.0034494979326639254,0.004701712935617252,0.007501476668635565,0.004489072652096871,0.0036148848198464313,0.011766095688127597,0.0012522150029533274,1.1813349084466297e-05,0.009663319551092764,0.0006615475487300682,0.0013467217956290467,-0.0005079740106320174,-0.0058121677495569955,0.02460720614294154,0.01291199054932075,0.033809805079740116,-0.0018665091553455304,-0.0008505611340814956,0.0018546958062610863,0.002492616656822211,-0.0006379208505611245,-0.00102776137034849,0.004170112226816314,0.004034258712344941
0.00041751012145753165,5.0607287449433436e-05,-0.00024038461538457013,-0.00027834008097162857,0.002947874493927172,0.0002656882591093535,0.0075025303643725064,-0.0029731781376517775,0.006123481781376561,0.0018471659919028882,0.015422570850202478,0.0023152834008097643,0.011120951417004098,-0.005490890688259064,-0.003479251012145712,-0.013474190283400767,-0.00552884615384609,0.0035551619433198843,-0.0019230769230768718,0.0018598178137652188,-0.002517712550607243,0.0168522267206478,0.0051492914979757495,0.008299595141700455,-0.0027201417004048102,-0.0034539473684210287,-0.001543522267206432,-0.00961538461538457,-0.0018218623481780828,-0.0027074898785424684,-0.0011386639676112976,-0.00616143724696352
-0.0003020007550019077,-0.0009437523593809116,0.0009060022650056565,-0.0020951302378256044,-0.009881087202717997,-0.00873914684786714,-0.0006040015100037932,0.0009154397885994481,-0.0006889392223480729,-0.004841449603624026,0.005218950547376366,-0.005907889769724439,0.008559833899584746,0.00047187617969043363,-0.0030105700264250745,-0.0009154397885994814,0.0046338240845601895,-0.001283503208758019,-0.005502076255190636,-0.0039731974329936135,-0.00040581351453378156,0.012382030955077372,0.005955077387693464,0.017704794261985644,0.0023782559456398513,0.004228010570026419,0.00027368818422044414,-0.001821442053605149,-0.004388448471121187,0.0014722536806341946,0.0032653831634579023,0.0016610041525103702
0.002268518518518459,-0.0008564814814815524,-0.0018055555555556158,-0.0014583333333333837,-0.006111111111111167,0.0019212962962962487,-0.0034259259259259655,0.001238425925925879,-0.0009259259259259744,0.0015972222222221833,0.028761574074074026,0.013472222222222163,0.010636574074074034,0.00950231481481476,0.0027314814814814238,0.008067129629629577,0.004861111111111061,-0.002210648148148209,-0.006550925925925988,9.259259259254415e-05,-0.0025347222222222854,0.010486111111111052,0.021076388888888832,0.03270833333333327,0.006249999999999945,0.006319444444444378,0.008692129629629574,-0.00339120370370376,-0.003969907407407458,0.01033564814814809,0.0018055555555555047,0.00010416666666661634
